step,split_counties,split_munis
0,64,284
1,64,284
2,64,289
3,64,290
4,64,290
5,64,290
6,64,291
7,64,292
8,64,291
9,64,294
10,64,292
11,64,288
12,64,288
13,64,286
14,64,288
15,64,287
16,64,289
17,64,289
18,64,286
19,64,286
20,64,286
21,64,285
22,64,285
23,65,285
24,65,284
25,65,284
26,65,285
27,65,287
28,65,288
29,65,287
30,65,287
31,65,290
32,65,289
33,65,289
34,65,289
35,65,292
36,65,291
37,65,291
38,65,293
39,65,293
40,64,293
41,65,292
42,65,292
43,65,291
44,65,291
45,65,290
46,65,290
47,65,290
48,65,289
49,65,289
50,65,289
51,65,290
52,65,289
53,65,289
54,65,289
55,65,289
56,65,288
57,65,289
58,65,288
59,65,290
60,65,292
61,65,292
62,65,291
63,65,290
64,65,291
65,65,291
66,65,293
67,65,293
68,65,293
69,65,291
70,65,293
71,65,294
72,65,295
73,65,295
74,65,294
75,65,296
76,65,296
77,65,296
78,65,294
79,65,293
80,65,293
81,65,292
82,65,292
83,65,291
84,65,289
85,65,289
86,65,285
87,65,285
88,65,287
89,65,287
90,65,287
91,65,287
92,65,287
93,65,287
94,65,287
95,65,287
96,65,287
97,65,288
98,65,288
99,65,289
100,65,289
101,65,294
102,65,295
103,65,295
104,65,291
105,65,291
106,65,292
107,65,292
108,65,292
109,65,292
110,65,292
111,65,294
112,65,295
113,65,295
114,65,295
115,65,294
116,65,294
117,65,294
118,65,294
119,65,299
120,65,297
121,65,298
122,65,298
123,65,298
124,65,298
125,65,298
126,65,298
127,65,297
128,65,298
129,65,295
130,65,293
131,65,293
132,65,293
133,65,294
134,65,294
135,65,295
136,65,295
137,65,294
138,65,294
139,65,296
140,65,295
141,65,295
142,65,295
143,65,295
144,65,295
145,65,297
146,65,296
147,65,293
148,65,293
149,65,293
150,65,294
151,65,294
152,65,296
153,65,296
154,65,296
155,65,294
156,65,293
157,65,293
158,65,293
159,65,294
160,65,293
161,65,293
162,65,292
163,65,291
164,65,292
165,65,292
166,65,292
167,65,293
168,65,293
169,65,293
170,65,291
171,65,291
172,65,292
173,65,293
174,65,295
175,65,294
176,65,293
177,65,293
178,65,292
179,65,292
180,65,292
181,65,291
182,65,291
