step,split_counties,split_munis,P1s,P2s,Ds
0,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
1,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
2,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
3,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
4,64,283,0.06044384396531577,0.661950261203217,0.5555555555555556
5,64,283,0.06044384396531577,0.661950261203217,0.5555555555555556
6,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
7,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
8,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
9,64,280,0.06044384396531577,0.661950261203217,0.5555555555555556
10,64,279,0.06044384396531577,0.661950261203217,0.5555555555555556
11,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
12,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
13,63,280,0.06044384396531577,0.661950261203217,0.5555555555555556
14,63,280,0.06044384396531577,0.661950261203217,0.5555555555555556
15,63,281,0.06044384396531577,0.661950261203217,0.5555555555555556
16,63,281,0.06044384396531577,0.661950261203217,0.5555555555555556
17,63,281,0.05918121770268947,0.6518492511022068,0.5542929292929293
18,63,281,0.05918121770268947,0.6518492511022068,0.5542929292929293
19,63,281,0.05918121770268947,0.6518492511022068,0.5542929292929293
20,63,281,0.05918121770268947,0.6518492511022068,0.5542929292929293
21,63,282,0.05918121770268947,0.6518492511022068,0.5542929292929293
22,63,282,0.05918121770268947,0.6518492511022068,0.5542929292929293
23,63,282,0.05918121770268947,0.6518492511022068,0.5542929292929293
24,63,282,0.05918121770268947,0.6518492511022068,0.5542929292929293
25,63,282,0.05918121770268947,0.6518492511022068,0.5542929292929293
26,64,284,0.05918121770268947,0.6518492511022068,0.5542929292929293
27,64,284,0.05918121770268947,0.6518492511022068,0.5542929292929293
28,64,284,0.05918121770268947,0.6518492511022068,0.5542929292929293
29,64,284,0.05918121770268947,0.6518492511022068,0.5542929292929293
30,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
31,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
32,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
33,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
34,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
35,64,285,0.05918121770268947,0.6518492511022068,0.5542929292929293
36,64,286,0.05918121770268947,0.6518492511022068,0.5542929292929293
37,64,286,0.05918121770268947,0.6518492511022068,0.5542929292929293
38,64,289,0.05918121770268947,0.6518492511022068,0.5542929292929293
39,64,290,0.05918121770268947,0.6518492511022068,0.5542929292929293
40,64,291,0.05918121770268947,0.6518492511022068,0.5542929292929293
41,64,291,0.05918121770268947,0.6518492511022068,0.5542929292929293
42,64,291,0.05918121770268947,0.6518492511022068,0.5542929292929293
43,64,291,0.05918121770268947,0.6518492511022068,0.5542929292929293
44,64,292,0.05791859144006317,0.6619502612032169,0.553030303030303
45,64,290,0.05791859144006317,0.6619502612032169,0.553030303030303
46,64,289,0.05791859144006317,0.6619502612032169,0.553030303030303
47,64,289,0.05791859144006317,0.6619502612032169,0.553030303030303
48,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
49,65,292,0.05791859144006317,0.6619502612032169,0.553030303030303
50,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
51,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
52,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
53,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
54,65,290,0.05791859144006317,0.6619502612032169,0.553030303030303
55,64,290,0.056655965177436984,0.672051271304227,0.5517676767676768
56,64,289,0.056655965177436984,0.672051271304227,0.5517676767676768
