step,split_counties,split_munis,P1s,P2s,Ds
0,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
1,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
2,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
3,64,284,0.05918121770268947,0.672051271304227,0.5542929292929293
4,64,283,0.06044384396531577,0.661950261203217,0.5555555555555556
5,64,283,0.06044384396531577,0.661950261203217,0.5555555555555556
6,64,281,0.06044384396531577,0.661950261203217,0.5555555555555556
7,64,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
8,64,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
9,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
10,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
11,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
12,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
13,63,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
14,63,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
15,63,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
16,63,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
17,63,280,0.061706470227941956,0.6518492511022069,0.5568181818181818
18,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
19,63,279,0.061706470227941956,0.6518492511022069,0.5568181818181818
20,63,278,0.061706470227941956,0.6518492511022069,0.5568181818181818
21,63,278,0.06044384396531577,0.6417482410011968,0.5555555555555556
22,63,279,0.06044384396531577,0.6417482410011968,0.5555555555555556
23,63,277,0.06044384396531577,0.6417482410011968,0.5555555555555556
24,63,277,0.06044384396531577,0.6417482410011968,0.5555555555555556
25,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
26,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
27,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
28,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
29,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
30,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
31,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
32,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
33,63,273,0.06044384396531577,0.6417482410011968,0.5555555555555556
34,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
35,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
36,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
37,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
38,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
39,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
40,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
41,63,274,0.05918121770268947,0.6518492511022068,0.5542929292929293
42,63,273,0.06044384396531577,0.6417482410011968,0.5555555555555556
43,63,273,0.06044384396531577,0.6417482410011968,0.5555555555555556
44,63,274,0.06044384396531577,0.6417482410011968,0.5555555555555556
45,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
46,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
47,63,276,0.06044384396531577,0.6417482410011968,0.5555555555555556
48,63,275,0.06044384396531577,0.6417482410011968,0.5555555555555556
49,63,274,0.06423172275319455,0.6312678082798628,0.5593434343434344
50,63,274,0.06423172275319455,0.6312678082798628,0.5593434343434344
51,63,274,0.06423172275319455,0.6312678082798628,0.5593434343434344
52,64,273,0.06423172275319455,0.6312678082798628,0.5593434343434344
53,64,273,0.06423172275319455,0.6312678082798628,0.5593434343434344
54,64,273,0.06423172275319455,0.6312678082798628,0.5593434343434344
55,64,278,0.06423172275319455,0.6312678082798628,0.5593434343434344
