1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,11
11,69
12,50
13,50
14,50
15,50
16,9
17,11
18,69
19,11
20,11
21,9
22,50
23,50
24,11
25,69
26,9
27,9
28,9
29,50
30,50
31,11
32,9
33,9
34,9
35,9
36,9
37,50
38,50
39,9
40,9
41,9
42,50
43,50
44,40
45,40
46,40
47,40
48,40
49,40
50,40
51,40
52,40
53,40
54,40
55,40
56,40
57,40
58,40
59,40
60,40
61,40
62,40
63,40
64,40
65,40
66,40
67,40
68,40
69,40
70,40
71,40
72,40
73,40
74,40
75,40
76,40
77,40
78,94
79,94
80,94
81,46
82,94
83,94
84,94
85,94
86,94
87,94
88,94
89,94
90,94
91,94
92,94
93,94
94,94
95,94
96,94
97,94
98,94
99,94
100,94
101,94
102,94
103,94
104,94
105,94
106,94
107,94
108,94
109,46
110,46
111,46
112,94
113,94
114,94
115,94
116,94
117,46
118,46
119,94
120,46
121,46
122,94
123,94
124,49
125,49
126,49
127,94
128,46
129,94
130,94
131,94
132,94
133,94
134,94
135,94
136,94
137,94
138,94
139,94
140,94
141,94
142,94
143,94
144,94
145,94
146,46
147,94
148,94
149,94
150,94
151,94
152,94
153,94
154,94
155,94
156,40
157,40
158,40
159,40
160,40
161,40
162,40
163,40
164,40
165,40
166,40
167,40
168,40
169,40
170,40
171,40
172,40
173,40
174,40
175,40
176,40
177,40
178,40
179,40
180,40
181,40
182,40
183,40
184,40
185,40
186,40
187,40
188,40
189,40
190,40
191,40
192,40
193,45
194,45
195,45
196,45
197,45
198,45
199,45
200,45
201,45
202,45
203,16
204,16
205,16
206,16
207,16
208,16
209,16
210,16
211,16
212,16
213,16
214,91
215,10
216,10
217,10
218,10
219,45
220,10
221,38
222,38
223,38
224,38
225,38
226,38
227,38
228,38
229,45
230,45
231,45
232,45
233,45
234,45
235,45
236,45
237,91
238,91
239,45
240,91
241,91
242,91
243,91
244,91
245,91
246,45
247,38
248,38
249,91
250,91
251,10
252,10
253,10
254,10
255,10
256,10
257,10
258,10
259,10
260,10
261,10
262,45
263,45
264,45
265,45
266,45
267,10
268,10
269,10
270,45
271,45
272,10
273,10
274,10
275,16
276,45
277,45
278,45
279,16
280,16
281,16
282,16
283,16
284,16
285,16
286,16
287,16
288,16
289,16
290,16
291,93
292,16
293,16
294,16
295,93
296,16
297,16
298,10
299,10
300,10
301,93
302,40
303,93
304,93
305,93
306,93
307,93
308,16
309,91
310,91
311,91
312,91
313,45
314,16
315,16
316,45
317,93
318,93
319,93
320,93
321,93
322,93
323,93
324,93
325,93
326,93
327,93
328,93
329,93
330,10
331,10
332,91
333,91
334,91
335,91
336,91
337,91
338,91
339,38
340,38
341,45
342,45
343,45
344,45
345,45
346,45
347,45
348,92
349,91
350,38
351,38
352,91
353,93
354,93
355,93
356,93
357,93
358,93
359,93
360,91
361,91
362,91
363,10
364,10
365,10
366,10
367,93
368,93
369,93
370,93
371,93
372,93
373,93
374,93
375,91
376,91
377,91
378,91
379,91
380,91
381,14
382,14
383,14
384,1
385,1
386,1
387,61
388,1
389,14
390,14
391,1
392,1
393,14
394,14
395,14
396,61
397,1
398,14
399,14
400,14
401,14
402,14
403,14
404,14
405,61
406,61
407,14
408,49
409,49
410,49
411,94
412,49
413,49
414,49
415,49
416,49
417,49
418,49
419,49
420,49
421,49
422,49
423,49
424,49
425,49
426,49
427,94
428,94
429,49
430,49
431,49
432,49
433,49
434,49
435,49
436,49
437,49
438,49
439,49
440,49
441,49
442,49
443,49
444,49
445,49
446,49
447,49
448,49
449,18
450,18
451,18
452,18
453,18
454,18
455,18
456,18
457,91
458,91
459,92
460,91
461,91
462,91
463,80
464,80
465,80
466,80
467,80
468,80
469,80
470,80
471,80
472,91
473,80
474,37
475,37
476,37
477,37
478,37
479,37
480,37
481,91
482,37
483,37
484,18
485,91
486,91
487,91
488,18
489,18
490,18
491,91
492,91
493,91
494,37
495,80
496,18
497,18
498,18
499,18
500,18
501,80
502,80
503,80
504,80
505,80
506,80
507,80
508,80
509,91
510,91
511,91
512,91
513,91
514,91
515,91
516,91
517,91
518,91
519,80
520,91
521,46
522,46
523,46
524,46
525,46
526,46
527,46
528,46
529,46
530,46
531,46
532,46
533,46
534,14
535,58
536,46
537,46
538,46
539,58
540,58
541,46
542,46
543,58
544,58
545,46
546,46
547,46
548,46
549,46
550,46
551,46
552,14
553,46
554,46
555,46
556,46
557,46
558,58
559,61
560,61
561,61
562,14
563,14
564,46
565,46
566,46
567,46
568,58
569,46
570,46
571,46
572,46
573,46
574,46
575,46
576,46
577,46
578,58
579,58
580,58
581,58
582,58
583,58
584,58
585,58
586,58
587,46
588,46
589,46
590,46
591,46
592,58
593,58
594,46
595,46
596,14
597,46
598,14
599,14
600,46
601,46
602,58
603,46
604,61
605,58
606,46
607,46
608,47
609,47
610,47
611,47
612,47
613,63
614,14
615,47
616,47
617,47
618,47
619,47
620,63
621,63
622,14
623,47
624,63
625,63
626,14
627,47
628,47
